,ni,nj,nk,disruption,name,confidence
mn0000800212,8.0,5.0,326.0,0.008849557522123894,Foxy Brown,0.7086
mn0000081316,15.0,6.0,447.0,0.019230769230769232,Bone Thugs-N-Harmony,0.9214
mn0000278439,12.0,7.0,551.0,0.008771929824561403,Lil' Kim,0.7889
mn0000027116,34.0,15.0,346.0,0.04810126582278481,The 2 Live Crew,0.9886
mn0000025335,1.0,5.0,144.0,-0.02666666666666667,Trina,0.7908
mn0000420381,82.0,19.0,942.0,0.06040268456375839,OutKast,1.0
mn0000502371,44.0,14.0,140.0,0.15151515151515152,Missy Elliott,1.0
mn0000075295,5.0,9.0,539.0,-0.007233273056057866,Ken Boothe,0.7625
mn0000082013,18.0,13.0,208.0,0.02092050209205021,The Impressions,0.757
mn0000121459,2.0,1.0,308.0,0.003215434083601286,Cornell Campbell,0.5815
mn0000178889,16.0,10.0,114.0,0.04285714285714286,Alton Ellis,0.8183
mn0000118544,39.0,16.0,98.0,0.1503267973856209,The Drifters,0.9962
mn0000238115,175.0,21.0,332.0,0.2916666666666667,Sam Cooke,1.0
mn0000307305,5.0,0.0,372.0,0.013262599469496022,Roland Alphonso,0.8462
mn0000003595,10.0,2.0,1630.0,0.0048721071863581,Andrew Lloyd Webber,0.9272
mn0000694967,73.0,19.0,582.0,0.08011869436201781,Phil Spector,1.0
mn0000103748,23.0,1.0,35.0,0.3728813559322034,Irving Berlin,0.9996
mn0000197918,44.0,4.0,117.0,0.24242424242424243,George Gershwin,1.0
mn0000239859,15.0,3.0,106.0,0.0967741935483871,Leonard Bernstein,0.9779
mn0000286561,4.0,10.0,303.0,-0.01892744479495268,Robert Earl Keen,0.8505
mn0000484145,0.0,2.0,1833.0,-0.0010899182561307902,The Partridge Family,0.6596
mn0000478603,15.0,39.0,2342.0,-0.01001669449081803,The Monkees,0.9985
mn0000692251,2.0,4.0,2180.0,-0.0009149130832570906,The Youngbloods,0.6537
mn0000052900,5.0,28.0,2581.0,-0.008798775822494262,The Lovin' Spoonful,0.9993
mn0000059293,8.0,23.0,2590.0,-0.005723006486074018,The Mamas & the Papas,0.9828
mn0000028772,5.0,7.0,2004.0,-0.000992063492063492,The 5th Dimension,0.6307
mn0000753963,2.0,12.0,2520.0,-0.003946329913180742,The Association,0.9617
mn0000043714,25.0,46.0,2614.0,-0.00782122905027933,Bee Gees,0.9844
mn0000562663,2.0,1.0,105.0,0.009259259259259259,Harpers Bizarre,0.5844
mn0000137401,1.0,2.0,1567.0,-0.0006369426751592356,The Cyrkle,0.5773
mn0000325401,15.0,4.0,263.0,0.03900709219858156,Petula Clark,0.9629
mn0000135032,1.0,17.0,2740.0,-0.005801305293691081,The Beau Brummels,0.9973
mn0000784760,0.0,4.0,1983.0,-0.0020130850528434826,The Cowsills,0.7996
mn0000943827,6.0,1.0,1020.0,0.004868549172346641,Cake,0.8338
mn0000139089,5.0,5.0,1279.0,0.0,Barenaked Ladies,0.4991
mn0000243008,57.0,87.0,3888.0,-0.00744047619047619,Weezer,0.9908
mn0000103324,3.0,5.0,548.0,-0.0035971223021582736,Kreator,0.6461
mn0000151787,11.0,15.0,741.0,-0.005215123859191656,Bathory,0.726
mn0000022124,76.0,128.0,1318.0,-0.03416557161629435,Slayer,1.0
mn0000446509,105.0,132.0,1475.0,-0.015771028037383176,Metallica,0.9575
mn0000062823,28.0,41.0,1515.0,-0.008207070707070708,Bad Religion,0.9156
mn0000584952,3.0,4.0,1692.0,-0.0005885815185403178,Momus,0.5771
mn0000058549,101.0,100.0,3477.0,0.0002718868950516585,Elvis Costello,0.5262
mn0000396153,1.0,2.0,940.0,-0.0010604453870625664,Ran Blake,0.5704
mn0000545726,63.0,40.0,3590.0,0.006227998916869754,Guided by Voices,0.9831
mn0000570825,34.0,29.0,1058.0,0.0044603033006244425,The Modern Lovers,0.7103
mn0000748070,1.0,0.0,18.0,0.05263157894736842,Ammoncontact,0.5868
mn0000802928,10.0,9.0,425.0,0.0022522522522522522,Freestyle Fellowship,0.5713
mn0000382565,4.0,6.0,795.0,-0.002484472049689441,Mastodon,0.642
mn0000175379,1.0,3.0,671.0,-0.002962962962962963,Unearth,0.6597
mn0000159655,3.0,1.0,398.0,0.004975124378109453,Shadows Fall,0.6679
mn0000771792,8.0,4.0,449.0,0.008676789587852495,Killswitch Engage,0.771
mn0000673638,3.0,1.0,745.0,0.0026702269692923898,Henry Threadgill,0.6661
mn0000596922,12.0,1.0,586.0,0.018363939899833055,Yusef Lateef,0.9756
mn0000160198,6.0,6.0,347.0,0.0,Gene Ammons,0.4982
mn0000509696,5.0,3.0,625.0,0.00315955766192733,Muhal Richard Abrams,0.6471
mn0000864257,9.0,22.0,1139.0,-0.011111111111111112,Rahsaan Roland Kirk,0.9663
mn0000039656,31.0,88.0,553.0,-0.08482142857142858,Sonny Rollins,1.0
mn0000503913,6.0,15.0,770.0,-0.011378002528445006,Mountain,0.9215
mn0000572579,8.0,18.0,726.0,-0.013297872340425532,Anita Baker,0.935
mn0000021334,7.0,1.0,184.0,0.03125,Stephanie Mills,0.8693
mn0000884962,1.0,2.0,105.0,-0.009259259259259259,Regina Belle,0.5895
mn0000829869,3.0,0.0,11.0,0.21428571428571427,Lois,0.7365
mn0000774660,5.0,7.0,1157.0,-0.001710863986313088,Kristin Hersh,0.6504
mn0000026520,70.0,49.0,2131.0,0.009333333333333334,Stereolab,0.9643
mn0000290040,5.0,0.0,42.0,0.10638297872340426,Roy Hamilton,0.8479
mn0000082584,21.0,19.0,419.0,0.004357298474945534,Billy Eckstine,0.6001
mn0000107227,2.0,2.0,724.0,0.0,Kruder & Dorfmeister,0.4976
mn0000751019,19.0,41.0,2947.0,-0.007316262055204523,The Animals,0.993
mn0000332141,58.0,26.0,665.0,0.042723631508678236,Jerry Lee Lewis,0.9992
mn0000038936,42.0,65.0,2670.0,-0.008282319049333813,Simon & Garfunkel,0.9807
mn0000567570,1.0,1.0,1233.0,0.0,Thompson Twins,0.4962
mn0000116178,1.0,5.0,1653.0,-0.0024110910186859553,Culture Club,0.7883
mn0000648106,5.0,9.0,552.0,-0.007067137809187279,Justice,0.7543
mn0000482787,3.0,3.0,349.0,0.0,The Whispers,0.503
mn0000135273,39.0,28.0,1575.0,0.006699147381242387,"Earth, Wind & Fire",0.8808
mn0000953158,14.0,7.0,2775.0,0.002503576537911302,Heavenly,0.8695
mn0000293896,9.0,16.0,3349.0,-0.002074688796680498,Rod Stewart,0.8598
mn0000040312,2.0,2.0,949.0,0.0,Steve Marriott,0.5057
mn0000049797,9.0,5.0,2548.0,0.00156128024980484,Steven Tyler,0.7533
mn0000892823,7.0,4.0,1136.0,0.0026155187445510027,Mick Jagger,0.7122
mn0000830538,19.0,13.0,2841.0,0.002088409328228333,Robert Plant,0.797
mn0000176859,12.0,0.0,151.0,0.0736196319018405,Joe Zawinul,0.9845
mn0000110541,18.0,22.0,812.0,-0.004694835680751174,Chick Corea,0.7025
mn0000065882,8.0,3.0,343.0,0.014124293785310734,Bob James,0.8096
mn0000957296,51.0,60.0,852.0,-0.009345794392523364,Herbie Hancock,0.7882
mn0000824432,0.0,5.0,172.0,-0.02824858757062147,José Roberto Bertrami,0.8452
mn0000536122,11.0,12.0,1124.0,-0.0008718395815170009,George Duke,0.564
mn0000212614,10.0,1.0,1006.0,0.008849557522123894,Deodato,0.9486
mn0000601833,5.0,2.0,15.0,0.13636363636363635,Arnaldo DeSouteiro,0.7174
mn0000277012,5.0,0.0,202.0,0.024154589371980676,Hugo Fattoruso,0.8427
mn0000103453,1.0,0.0,17.0,0.05555555555555555,"DJ Michael ""5000"" Watts",0.5932
mn0000662235,8.0,10.0,465.0,-0.004140786749482402,DJ Screw,0.6243
mn0000174035,23.0,20.0,1506.0,0.001936733376371853,Carl Craig,0.6486
mn0000587631,16.0,1.0,274.0,0.05154639175257732,Moodymann,0.9948
mn0000595211,6.0,0.0,103.0,0.05504587155963303,PFM,0.8845
mn0000685647,50.0,54.0,2861.0,-0.0013490725126475548,Yes,0.6314
mn0000758601,13.0,4.0,361.0,0.023809523809523808,Blossom Dearie,0.937
mn0000327765,30.0,3.0,353.0,0.06994818652849741,John Barry,0.9999
mn0000254215,40.0,42.0,3489.0,-0.0005600672080649678,Wilco,0.5718
mn0000560208,22.0,31.0,2239.0,-0.003926701570680628,Harry Nilsson,0.8515
mn0000776659,0.0,1.0,255.0,-0.00390625,Israel Vibration,0.5838
mn0000085448,1.0,11.0,250.0,-0.03816793893129771,The Heptones,0.9606
mn0000295276,21.0,18.0,501.0,0.005555555555555556,Jimmy Cliff,0.6494
mn0000242861,4.0,16.0,835.0,-0.014035087719298246,Dennis Brown,0.9753
mn0000328014,4.0,39.0,682.0,-0.04827586206896552,Peter Tosh,1.0
mn0000641994,4.0,24.0,360.0,-0.05154639175257732,Burning Spear,0.9986
mn0000071514,154.0,41.0,616.0,0.13933415536374846,Bob Marley,1.0
mn0000790988,17.0,19.0,757.0,-0.0025220680958385876,Toots & the Maytals,0.6109
mn0000856785,62.0,69.0,1482.0,-0.0043397396156230625,Public Enemy,0.7199
mn0000477523,2.0,4.0,286.0,-0.00684931506849315,Mighty Sparrow,0.6586
mn0000671588,7.0,26.0,1210.0,-0.015285599356395816,Mantronix,0.9957
mn0000852698,9.0,0.0,23.0,0.28125,Poor Righteous Teachers,0.9554
mn0000831215,38.0,10.0,1530.0,0.017743979721166033,Saint Etienne,1.0
mn0000254972,8.0,9.0,319.0,-0.002976190476190476,Julee Cruise,0.5703
mn0000279337,30.0,20.0,486.0,0.018656716417910446,Sade,0.8835
mn0000868306,34.0,16.0,1074.0,0.01601423487544484,Nico,0.9858
mn0000795288,15.0,1.0,30.0,0.30434782608695654,Pierre Boulez,0.9913
mn0001528006,28.0,4.0,37.0,0.34782608695652173,Olivier Messiaen,0.9999
mn0000300583,0.0,1.0,1229.0,-0.0008130081300813008,Junior Brown,0.5844
mn0000944310,55.0,49.0,660.0,0.007853403141361256,George Jones,0.7009
mn0000034249,14.0,36.0,2103.0,-0.010218300046446818,Steve Earle,0.9964
mn0000094205,29.0,44.0,631.0,-0.02130681818181818,Chet Atkins,0.9436
mn0000410219,62.0,100.0,822.0,-0.03861788617886179,Merle Haggard,0.9977
mn0000062758,4.0,7.0,2480.0,-0.0012043356081894822,The Flatlanders,0.7014
mn0000320761,3.0,11.0,539.0,-0.014466546112115732,Ricky Skaggs,0.9226
mn0000941579,23.0,43.0,555.0,-0.0322061191626409,Buck Owens,0.984
mn0000820232,26.0,17.0,419.0,0.01948051948051948,Dick Dale,0.8772
mn0000786613,34.0,41.0,2409.0,-0.002818035426731079,Dead Kennedys,0.762
mn0000109735,15.0,20.0,1176.0,-0.004128819157720892,Circle Jerks,0.7462
mn0000890559,8.0,8.0,2883.0,0.0,The Olivia Tremor Control,0.5101
mn0000051376,68.0,58.0,3546.0,0.0027233115468409588,The Fall,0.7962
mn0000026023,8.0,9.0,2601.0,-0.0003819709702062643,The Apples in Stereo,0.5661
mn0000848034,7.0,5.0,1052.0,0.0018796992481203006,Jim Croce,0.6337
mn0000517264,7.0,3.0,184.0,0.020618556701030927,Tom Rush,0.7692
mn0000074134,13.0,4.0,209.0,0.03982300884955752,Ian & Sylvia,0.934
mn0000667794,6.0,14.0,1339.0,-0.005886681383370125,Gordon Lightfoot,0.9016
mn0000577531,114.0,33.0,192.0,0.23893805309734514,Woody Guthrie,1.0
mn0000934721,18.0,13.0,461.0,0.01016260162601626,Tom Paxton,0.7608
mn0000814852,0.0,2.0,2240.0,-0.0008920606601248885,John Sebastian,0.6638
mn0000799233,2.0,20.0,3001.0,-0.005954349983460139,Eric Andersen,0.998
mn0000620495,23.0,21.0,4122.0,0.00048007681228996637,The Breeders,0.5911
mn0000808944,38.0,33.0,1119.0,0.004201680672268907,Jawbreaker,0.695
mn0000034172,35.0,16.0,1186.0,0.015359741309620048,Superchunk,0.9891
mn0000482677,11.0,11.0,1608.0,0.0,The Lemonheads,0.5029
mn0000639053,75.0,73.0,3570.0,0.0005379236148466917,Hüsker Dü,0.5615
mn0000172582,19.0,8.0,1191.0,0.0090311986863711,Franz Ferdinand,0.9453
mn0000790732,30.0,30.0,3135.0,0.0,Squeeze,0.4967
mn0000339713,8.0,0.0,33.0,0.1951219512195122,Fire Engines,0.939
mn0000308645,15.0,31.0,2768.0,-0.005685856432125089,Pulp,0.9751
mn0000478426,48.0,20.0,2501.0,0.010899182561307902,Orange Juice,0.9989
mn0000672910,89.0,66.0,3316.0,0.006626332469029098,Wire,0.9592
mn0000266534,17.0,8.0,1077.0,0.008166969147005444,Josef K,0.9134
mn0000009084,26.0,13.0,2338.0,0.005469078670593185,Sparks,0.9516
mn0000128440,25.0,26.0,1943.0,-0.0005015045135406219,Duran Duran,0.5436
mn0000654490,7.0,10.0,100.0,-0.02564102564102564,Guitar Slim,0.696
mn0000781837,58.0,11.0,106.0,0.26857142857142857,Antônio Carlos Jobim,1.0
mn0000931086,17.0,22.0,562.0,-0.008319467554076539,Astrud Gilberto,0.7437
mn0000334193,168.0,82.0,1974.0,0.03866906474820144,New Order,1.0
mn0000245992,1.0,8.0,115.0,-0.056451612903225805,Johnny Smith,0.9109
mn0000781260,0.0,2.0,72.0,-0.02702702702702703,Chuck Wayne,0.6675
mn0000069127,0.0,3.0,102.0,-0.02857142857142857,Billy Bauer,0.7402
mn0000136220,53.0,40.0,219.0,0.041666666666666664,Django Reinhardt,0.888
mn0000074340,4.0,6.0,53.0,-0.031746031746031744,Jimmy Raney,0.6565
mn0000790227,13.0,13.0,50.0,0.0,Tal Farlow,0.5017
mn0000777429,3.0,1.0,23.0,0.07407407407407407,Conjunto Primavera,0.6703
mn0000555695,3.0,3.0,24.0,0.0,Gipsy Kings,0.4955
mn0000620603,1.0,1.0,3091.0,0.0,Edwyn Collins,0.5074
mn0000071812,25.0,11.0,350.0,0.03626943005181347,The Four Tops,0.9729
mn0000645474,2.0,6.0,2505.0,-0.0015917230401910067,David Essex,0.7849
mn0000803720,12.0,47.0,740.0,-0.04380475594493116,Gene Vincent,1.0
mn0000059156,65.0,69.0,707.0,-0.0047562425683709865,B.B. King,0.6179
mn0000329036,0.0,1.0,132.0,-0.007518796992481203,Ronnie Earl & the Broadcasters,0.5953
mn0000300534,8.0,5.0,484.0,0.006036217303822937,Little Milton,0.705
mn0000370703,1.0,1.0,269.0,0.0,Keb' Mo',0.4967
mn0000844950,4.0,0.0,279.0,0.014134275618374558,Ronnie Earl,0.7951
mn0000826290,4.0,0.0,126.0,0.03076923076923077,Hound Dog Taylor & the Houserockers,0.7947
mn0000799053,39.0,44.0,2408.0,-0.002007226013649137,Donovan,0.6954
mn0000487186,65.0,69.0,1655.0,-0.0022358859698155395,Suicide,0.6249
mn0000838241,15.0,11.0,2385.0,0.0016590626296142678,Van Dyke Parks,0.7185
mn0000288911,0.0,1.0,993.0,-0.001006036217303823,Jim Martin,0.5844
mn0000007040,20.0,8.0,551.0,0.02072538860103627,Tony Iommi,0.9604
mn0000771438,283.0,85.0,2206.0,0.07692307692307693,Black Sabbath,1.0
mn0000346336,202.0,153.0,2957.0,0.014794685990338164,Pink Floyd,0.993
mn0000390477,5.0,21.0,527.0,-0.028933092224231464,New Kids on the Block,0.993
mn0000673486,4.0,5.0,76.0,-0.011764705882352941,Marc Anthony,0.5735
mn0000888730,14.0,25.0,520.0,-0.01967799642218247,Odetta,0.9257
mn0000054707,57.0,23.0,61.0,0.24113475177304963,Bessie Smith,0.9997
mn0000266160,22.0,54.0,281.0,-0.0896358543417367,Pete Seeger,0.9997
mn0000051910,129.0,0.0,0.0,1.0,The Carter Family,1.0
mn0000832288,63.0,51.0,172.0,0.04195804195804196,Robert Johnson,0.8516
mn0000013511,8.0,9.0,314.0,-0.0030211480362537764,Sister Rosetta Tharpe,0.5671
mn0000828153,16.0,1.0,113.0,0.11538461538461539,Josh White,0.9954
mn0000017137,28.0,5.0,130.0,0.1411042944785276,Skip James,0.9991
mn0000096613,32.0,17.0,1909.0,0.007660878447395302,Bonnie Raitt,0.9645
mn0000958533,14.0,4.0,448.0,0.02145922746781116,Dave Brubeck,0.9533
mn0000424019,47.0,7.0,102.0,0.2564102564102564,Mississippi John Hurt,1.0
mn0000806542,36.0,26.0,584.0,0.015479876160990712,Etta James,0.8694
mn0000158835,10.0,1.0,47.0,0.15517241379310345,Furry Lewis,0.9528
mn0000942529,8.0,54.0,557.0,-0.07431340872374798,Buddy Guy,1.0
mn0000527379,11.0,5.0,53.0,0.08695652173913043,Bukka White,0.8576
mn0000753094,26.0,16.0,58.0,0.1,Son House,0.9034
mn0000211758,138.0,96.0,404.0,0.06583072100313479,Charlie Parker,0.9955
mn0000863413,8.0,5.0,1000.0,0.0029615004935834156,Negativland,0.7022
mn0000579035,11.0,7.0,1299.0,0.0030372057706909645,Sun City Girls,0.7387
mn0001924241,1.0,0.0,1013.0,0.0009861932938856016,Tuomari Nurmio,0.5853
mn0000607804,5.0,5.0,292.0,0.0,Alan Lomax,0.4959
mn0000988638,111.0,41.0,1443.0,0.0438871473354232,Captain Beefheart,1.0
mn0000611007,7.0,3.0,16.0,0.15384615384615385,Todd Edwards,0.7708
mn0000174186,15.0,0.0,7.0,0.6818181818181818,Farley Jackmaster Funk,0.9959
mn0000518313,7.0,6.0,52.0,0.015384615384615385,Todd Terry,0.5703
mn0000008655,13.0,1.0,2.0,0.75,Tony Humphries,0.9828
mn0000663298,2.0,0.0,1793.0,0.0011142061281337048,Happy the Man,0.6634
mn0000074926,1.0,0.0,1776.0,0.0005627462014631402,Coachwhips,0.5799
mn0000800193,1.0,3.0,870.0,-0.002288329519450801,Erase Errata,0.6693
mn0000233066,95.0,34.0,2069.0,0.027752502274795268,Lou Reed,1.0
mn0000106951,0.0,1.0,114.0,-0.008695652173913044,Jackie Martling,0.5917
mn0000131581,18.0,37.0,2841.0,-0.006560773480662983,"Crosby, Stills & Nash",0.9872
mn0000639005,13.0,25.0,61.0,-0.12121212121212122,George Carlin,0.9459
mn0000193606,5.0,0.0,15.0,0.25,Don Rickles,0.8433
mn0000817628,29.0,4.0,411.0,0.05630630630630631,Lenny Bruce,0.9999
mn0000106298,4.0,5.0,55.0,-0.015625,Cheech & Chong,0.5715
mn0000245292,4.0,1.0,6.0,0.2727272727272727,Rodney Dangerfield,0.7286
mn0000139908,9.0,11.0,2717.0,-0.0007307270734380709,The Cult,0.6249
mn0000572737,17.0,16.0,2515.0,0.0003924646781789639,Helmet,0.5611
mn0002124442,1.0,0.0,3.0,0.25,Cory Wong,0.5875
mn0000102399,1.0,2.0,314.0,-0.0031545741324921135,Larry Carlton,0.5866
mn0000023123,2.0,0.0,0.0,1.0,"Paul Jackson, Jr.",0.6603
mn0000233080,1.0,0.0,633.0,0.0015772870662460567,David Williams,0.5864
mn0000931105,18.0,21.0,964.0,-0.0029910269192422734,Agnostic Front,0.646
mn0000781766,4.0,20.0,682.0,-0.0226628895184136,Cro-Mags,0.9932
mn0000040879,1.0,2.0,2501.0,-0.00039936102236421724,Angélique Kidjo,0.5845
mn0000830319,14.0,1.0,729.0,0.01747311827956989,Hugh Masekela,0.9876
mn0000295756,30.0,30.0,2304.0,0.0,Santana,0.5021
mn0000674011,6.0,3.0,793.0,0.003740648379052369,Manu Dibango,0.7144
mn0000771297,9.0,0.0,1.0,0.9,King Sunny Ade,0.9566
mn0000742990,3.0,4.0,464.0,-0.0021231422505307855,Tony Allen,0.574
mn0000832281,4.0,4.0,631.0,0.0,Salif Keita,0.4975
mn0000138833,47.0,21.0,888.0,0.027196652719665274,Fela Kuti,0.997
mn0000496097,12.0,0.0,202.0,0.056074766355140186,Miriam Makeba,0.9846
mn0000243418,1.0,1.0,311.0,0.0,Wayne Hancock,0.4972
mn0000549797,179.0,115.0,372.0,0.0960960960960961,Hank Williams,1.0
mn0000163198,0.0,4.0,443.0,-0.008948545861297539,Carl Smith,0.805
mn0000198901,12.0,11.0,247.0,0.003703703703703704,Webb Pierce,0.5621
mn0000409954,9.0,21.0,466.0,-0.024193548387096774,Ray Price,0.9591
mn0000084053,61.0,84.0,2279.0,-0.009488448844884489,The Jam,0.9631
mn0000086423,2.0,0.0,0.0,1.0,Jan DeGaetani,0.6699
mn0000249973,73.0,50.0,3462.0,0.006415620641562064,Devo,0.9741
mn0000838272,27.0,56.0,3800.0,-0.007468452227659027,Pere Ubu,0.9981
mn0000555654,11.0,13.0,2212.0,-0.0008944543828264759,Half Japanese,0.6193
mn0000959770,36.0,21.0,222.0,0.053763440860215055,Willie Dixon,0.9603
mn0000741718,4.0,2.0,846.0,0.002347417840375587,P.M. Dawn,0.6561
mn0000187581,57.0,84.0,3236.0,-0.007995262066923305,Funkadelic,0.9837
mn0000953447,2.0,1.0,197.0,0.005,Heavy D & the Boyz,0.5832
mn0000303833,4.0,1.0,649.0,0.0045871559633027525,Saturday Looks Good to Me,0.724
mn0000279141,6.0,16.0,752.0,-0.012919896640826873,Ritchie Valens,0.9403
mn0000818702,4.0,2.0,1450.0,0.0013736263736263737,Grizzly Bear,0.656
mn0000204386,46.0,48.0,2645.0,-0.0007301935012778386,James Taylor,0.5681
mn0000046861,116.0,45.0,667.0,0.08574879227053141,Ray Charles,1.0
mn0000813946,29.0,31.0,2390.0,-0.0008163265306122449,Deftones,0.5911
mn0000112789,12.0,38.0,1002.0,-0.024714828897338403,Korn,0.9988
mn0000315339,5.0,18.0,1632.0,-0.00785498489425982,Queensrÿche,0.9774
mn0000825251,7.0,12.0,1437.0,-0.003434065934065934,Marilyn Manson,0.7943
mn0000750742,8.0,13.0,1026.0,-0.004775549188156638,Slipknot,0.7853
mn0000235169,3.0,4.0,1823.0,-0.000546448087431694,Rob Zombie,0.5808
mn0000137173,32.0,22.0,3385.0,0.002907822041291073,Joan Jett,0.8771
mn0000210991,8.0,26.0,277.0,-0.05787781350482315,Destiny's Child,0.9925
mn0000761179,30.0,31.0,740.0,-0.0012484394506866417,Beyoncé,0.5506
mn0000376204,39.0,30.0,687.0,0.011904761904761904,Mary J. Blige,0.8391
mn0000007689,29.0,30.0,511.0,-0.0017543859649122807,TLC,0.5441
mn0000058372,16.0,48.0,1946.0,-0.015920398009950248,Faces,0.9995
mn0000182598,98.0,101.0,3211.0,-0.0008797653958944282,MC5,0.5901
mn0000536275,9.0,28.0,3074.0,-0.006107360977177756,Sweet,0.9951
mn0000841141,10.0,4.0,810.0,0.007281553398058253,Velocity Girl,0.85
mn0000036521,52.0,37.0,3679.0,0.003980891719745223,The Smashing Pumpkins,0.929
mn0000029067,5.0,7.0,2173.0,-0.0009153318077803204,The Action,0.6407
mn0000423267,20.0,60.0,2767.0,-0.014049877063575694,Small Faces,0.9999
mn0000212131,18.0,60.0,3831.0,-0.010744435917114352,Ride,1.0
mn0000490004,194.0,180.0,3164.0,0.00395703787450537,Ramones,0.7617
mn0000215041,13.0,2.0,651.0,0.016516516516516516,The Jon Spencer Blues Explosion,0.9715
mn0000464450,1.0,0.0,306.0,0.003257328990228013,Old Skull,0.5867
mn0000928153,2.0,0.0,63.0,0.03076923076923077,Giacomo Puccini,0.6613
mn0000394449,4.0,2.0,1178.0,0.0016891891891891893,Michael Hurley,0.6515
mn0000741431,1.0,0.0,110.0,0.009009009009009009,Fu-Schnickens,0.5872
mn0000820545,9.0,16.0,512.0,-0.01303538175046555,Whodini,0.8543
mn0000624518,11.0,8.0,402.0,0.007125890736342043,Treacherous Three,0.6895
mn0000126771,1.0,9.0,480.0,-0.0163265306122449,Leaders of the New School,0.9311
mn0000194875,8.0,11.0,456.0,-0.00631578947368421,Del the Funky Homosapien,0.6852
mn0000181299,17.0,13.0,302.0,0.012048192771084338,Ultramagnetic MC's,0.7198
mn0000107294,15.0,15.0,539.0,0.0,Biz Markie,0.5011
mn0000747243,1.0,8.0,1045.0,-0.006641366223908918,Trouble,0.9043
mn0000192382,47.0,99.0,2546.0,-0.019316493313521546,Deep Purple,1.0
mn0000590479,46.0,42.0,2244.0,0.0017152658662092624,Thin Lizzy,0.6565
mn0000177060,42.0,18.0,647.0,0.033946251768033946,Janis Joplin,0.9969
mn0000305468,3.0,1.0,1183.0,0.0016849199663016006,Lita Ford,0.6588
mn0000044874,69.0,67.0,2742.0,0.0006949270326615705,Syd Barrett,0.5542
mn0000585249,18.0,1.0,1222.0,0.0136986301369863,Annie Lennox,0.9972
mn0000182900,57.0,41.0,2937.0,0.005271828665568369,Fleetwood Mac,0.9319
mn0000289685,15.0,4.0,575.0,0.018518518518518517,Robyn,0.9626
mn0000748713,30.0,16.0,155.0,0.06965174129353234,Slick Rick,0.9576
mn0000004852,10.0,10.0,344.0,0.0,Selena,0.5003
mn0001183609,1.0,0.0,49.0,0.02,Michael Tippett,0.589
mn0000364751,35.0,2.0,69.0,0.3113207547169811,Igor Stravinsky,1.0
mn0000536126,12.0,0.0,6.0,0.6666666666666666,Ludwig van Beethoven,0.9848
mn0000765302,7.0,4.0,3446.0,0.0008678044547295343,Badly Drawn Boy,0.7109
mn0000026193,13.0,0.0,1155.0,0.01113013698630137,Andrew Bird,0.9902
mn0000163570,3.0,2.0,969.0,0.001026694045174538,Ben Lee,0.579
mn0000840523,30.0,34.0,3315.0,-0.0011837821840781297,Sebadoh,0.6734
mn0000812711,38.0,15.0,1296.0,0.01704966641957005,Death Cab for Cutie,0.9968
mn0000043548,12.0,7.0,3397.0,0.0014637002341920376,Super Furry Animals,0.785
mn0000162197,22.0,17.0,1345.0,0.0036127167630057803,Ben Folds,0.7412
mn0000620056,20.0,14.0,2627.0,0.002254791431792559,Bright Eyes,0.8018
mn0000771010,16.0,49.0,1980.0,-0.01613691931540342,The Left Banke,1.0
mn0000515072,8.0,8.0,400.0,0.0,Braid,0.5002
mn0000790616,6.0,6.0,1006.0,0.0,Squirrel Bait,0.4968
mn0000798606,103.0,65.0,2160.0,0.01632302405498282,Fugazi,0.9977
mn0000282800,23.0,8.0,425.0,0.03289473684210526,Rites of Spring,0.9836
mn0000090794,1.0,2.0,183.0,-0.005376344086021506,Ignition,0.5898
mn0000182866,7.0,2.0,903.0,0.005482456140350877,Embrace,0.8242
mn0000510639,4.0,5.0,289.0,-0.003355704697986577,Articles of Faith,0.5754
mn0000178906,39.0,23.0,504.0,0.028268551236749116,Jawbox,0.9613
mn0000482426,2.0,0.0,185.0,0.0106951871657754,One Last Wish,0.663
mn0000155068,2.0,1.0,1805.0,0.0005530973451327434,The Green Pajamas,0.5866
mn0000130689,24.0,35.0,2984.0,-0.003614853762734144,Jackson Browne,0.8919
mn0000170815,24.0,21.0,1024.0,0.002806361085126286,Fred Neil,0.6343
mn0000373634,65.0,47.0,339.0,0.03991130820399113,Nas,0.9444
